Year,County,PSI,PSIDescription,Count,Population,ObsRate
2014,Imperial,24,Postoperative Wound Dehiscence,2 ," 130,127 ",1.54
2015,Imperial,24,Postoperative Wound Dehiscence,1 ," 92,754 ",1.08
2005,Inyo,24,Postoperative Wound Dehiscence,0 ," 14,549 ",0.00
2006,Inyo,24,Postoperative Wound Dehiscence,0 ," 14,456 ",0.00
2007,Inyo,24,Postoperative Wound Dehiscence,0 ," 14,505 ",0.00
2008,Inyo,24,Postoperative Wound Dehiscence,0 ," 14,485 ",0.00
2009,Inyo,24,Postoperative Wound Dehiscence,0 ," 14,651 ",0.00
2010,Inyo,24,Postoperative Wound Dehiscence,0 ," 14,670 ",0.00
2011,Inyo,24,Postoperative Wound Dehiscence,0 ," 14,640 ",0.00
2012,Inyo,24,Postoperative Wound Dehiscence,0 ," 16,277 ",0.00
2013,Inyo,24,Postoperative Wound Dehiscence,0 ," 16,250 ",0.00
2014,Inyo,24,Postoperative Wound Dehiscence,0 ," 15,730 ",0.00
2015,Inyo,24,Postoperative Wound Dehiscence,0 ," 12,814 ",0.00
2005,Kern,24,Postoperative Wound Dehiscence,10 ," 526,395 ",1.90
2006,Kern,24,Postoperative Wound Dehiscence,14 ," 544,084 ",2.57
2007,Kern,24,Postoperative Wound Dehiscence,14 ," 557,795 ",2.51
2008,Kern,24,Postoperative Wound Dehiscence,12 ," 568,635 ",2.11
2009,Kern,24,Postoperative Wound Dehiscence,13 ," 578,043 ",2.25
2010,Kern,24,Postoperative Wound Dehiscence,15 ," 587,730 ",2.55
2011,Kern,24,Postoperative Wound Dehiscence,14 ," 597,565 ",2.34
2012,Kern,24,Postoperative Wound Dehiscence,21 ," 576,340 ",3.64
2013,Kern,24,Postoperative Wound Dehiscence,14 ," 583,929 ",2.40
2014,Kern,24,Postoperative Wound Dehiscence,14 ," 622,019 ",2.25
2015,Kern,24,Postoperative Wound Dehiscence,7 ," 441,243 ",1.59
2005,Kings,24,Postoperative Wound Dehiscence,0 ," 104,744 ",0.00
2006,Kings,24,Postoperative Wound Dehiscence,1 ," 106,917 ",0.94
2007,Kings,24,Postoperative Wound Dehiscence,1 ," 108,972 ",0.92
2008,Kings,24,Postoperative Wound Dehiscence,4 ," 110,111 ",3.63
2009,Kings,24,Postoperative Wound Dehiscence,1 ," 109,913 ",0.91
2010,Kings,24,Postoperative Wound Dehiscence,1 ," 110,532 ",0.90
2011,Kings,24,Postoperative Wound Dehiscence,2 ," 111,322 ",1.80
2012,Kings,24,Postoperative Wound Dehiscence,0 ," 107,485 ",0.00
2013,Kings,24,Postoperative Wound Dehiscence,2 ," 107,035 ",1.87
2014,Kings,24,Postoperative Wound Dehiscence,1 ," 114,326 ",0.87
2015,Kings,24,Postoperative Wound Dehiscence,0 ," 78,983 ",0.00
2005,Lake,24,Postoperative Wound Dehiscence,1 ," 49,529 ",2.02
2006,Lake,24,Postoperative Wound Dehiscence,2 ," 49,985 ",4.00
2007,Lake,24,Postoperative Wound Dehiscence,3 ," 50,130 ",5.98
2008,Lake,24,Postoperative Wound Dehiscence,2 ," 50,505 ",3.96
2009,Lake,24,Postoperative Wound Dehiscence,0 ," 50,721 ",0.00
2010,Lake,24,Postoperative Wound Dehiscence,0 ," 51,151 ",0.00
2011,Lake,24,Postoperative Wound Dehiscence,3 ," 51,085 ",5.87
2012,Lake,24,Postoperative Wound Dehiscence,0 ," 51,501 ",0.00
2013,Lake,24,Postoperative Wound Dehiscence,1 ," 51,581 ",1.94
2014,Lake,24,Postoperative Wound Dehiscence,1 ," 52,953 ",1.89
2015,Lake,24,Postoperative Wound Dehiscence,3 ," 39,003 ",7.69
2005,Lassen,24,Postoperative Wound Dehiscence,2 ," 27,722 ",7.21
2006,Lassen,24,Postoperative Wound Dehiscence,1 ," 27,919 ",3.58
2007,Lassen,24,Postoperative Wound Dehiscence,0 ," 29,030 ",0.00
2008,Lassen,24,Postoperative Wound Dehiscence,0 ," 28,658 ",0.00
2009,Lassen,24,Postoperative Wound Dehiscence,1 ," 28,696 ",3.48
2010,Lassen,24,Postoperative Wound Dehiscence,1 ," 28,485 ",3.51
2011,Lassen,24,Postoperative Wound Dehiscence,0 ," 28,179 ",0.00
2012,Lassen,24,Postoperative Wound Dehiscence,0 ," 29,146 ",0.00
2013,Lassen,24,Postoperative Wound Dehiscence,0 ," 27,797 ",0.00
2014,Lassen,24,Postoperative Wound Dehiscence,1 ," 29,236 ",3.42
2015,Lassen,24,Postoperative Wound Dehiscence,0 ," 20,747 ",0.00
2005,Los Angeles,24,Postoperative Wound Dehiscence,107 ," 7,202,516 ",1.49
2006,Los Angeles,24,Postoperative Wound Dehiscence,121 ," 7,208,716 ",1.68
2007,Los Angeles,24,Postoperative Wound Dehiscence,106 ," 7,223,112 ",1.47
2008,Los Angeles,24,Postoperative Wound Dehiscence,110 ," 7,281,072 ",1.51
2009,Los Angeles,24,Postoperative Wound Dehiscence,102 ," 7,353,912 ",1.39
2010,Los Angeles,24,Postoperative Wound Dehiscence,85 ," 7,416,633 ",1.15
2011,Los Angeles,24,Postoperative Wound Dehiscence,92 ," 7,504,083 ",1.23
2012,Los Angeles,24,Postoperative Wound Dehiscence,89 ," 7,317,992 ",1.22
2013,Los Angeles,24,Postoperative Wound Dehiscence,74 ," 7,410,685 ",1.00
2014,Los Angeles,24,Postoperative Wound Dehiscence,74 ," 7,525,122 ",0.98
2015,Los Angeles,24,Postoperative Wound Dehiscence,68 ," 5,622,301 ",1.21
2005,Madera,24,Postoperative Wound Dehiscence,1 ," 100,047 ",1.00
2006,Madera,24,Postoperative Wound Dehiscence,2 ," 102,344 ",1.95
2007,Madera,24,Postoperative Wound Dehiscence,0 ," 104,227 ",0.00
2008,Madera,24,Postoperative Wound Dehiscence,1 ," 105,909 ",0.94
2009,Madera,24,Postoperative Wound Dehiscence,3 ," 106,674 ",2.81
2010,Madera,24,Postoperative Wound Dehiscence,2 ," 108,385 ",1.85
2011,Madera,24,Postoperative Wound Dehiscence,4 ," 109,902 ",3.64
2012,Madera,24,Postoperative Wound Dehiscence,0 ," 106,934 ",0.00
2013,Madera,24,Postoperative Wound Dehiscence,1 ," 107,252 ",0.93
2014,Madera,24,Postoperative Wound Dehiscence,1 ," 113,845 ",0.88
2015,Madera,24,Postoperative Wound Dehiscence,1 ," 81,407 ",1.23
2005,Marin,24,Postoperative Wound Dehiscence,2 ," 194,828 ",1.03
2006,Marin,24,Postoperative Wound Dehiscence,3 ," 194,956 ",1.54
2007,Marin,24,Postoperative Wound Dehiscence,2 ," 196,294 ",1.02
2008,Marin,24,Postoperative Wound Dehiscence,4 ," 197,929 ",2.02
2009,Marin,24,Postoperative Wound Dehiscence,3 ," 199,904 ",1.50
2010,Marin,24,Postoperative Wound Dehiscence,0 ," 201,547 ",0.00
2011,Marin,24,Postoperative Wound Dehiscence,4 ," 203,181 ",1.97
2012,Marin,24,Postoperative Wound Dehiscence,5 ," 200,046 ",2.50
2013,Marin,24,Postoperative Wound Dehiscence,0 ," 202,161 ",0.00
2014,Marin,24,Postoperative Wound Dehiscence,1 ," 201,613 ",0.50
2015,Marin,24,Postoperative Wound Dehiscence,0 ," 152,906 ",0.00
2005,Mariposa,24,Postoperative Wound Dehiscence,0 ," 14,466 ",0.00
2006,Mariposa,24,Postoperative Wound Dehiscence,0 ," 14,728 ",0.00
2007,Mariposa,24,Postoperative Wound Dehiscence,0 ," 14,903 ",0.00
2008,Mariposa,24,Postoperative Wound Dehiscence,0 ," 14,996 ",0.00
2009,Mariposa,24,Postoperative Wound Dehiscence,1 ," 14,925 ",6.70
2010,Mariposa,24,Postoperative Wound Dehiscence,0 ," 15,017 ",0.00
2011,Mariposa,24,Postoperative Wound Dehiscence,0 ," 15,033 ",0.00
2012,Mariposa,24,Postoperative Wound Dehiscence,0 ," 16,563 ",0.00
2013,Mariposa,24,Postoperative Wound Dehiscence,2 ," 16,491 ",12.13
2014,Mariposa,24,Postoperative Wound Dehiscence,0 ," 16,334 ",0.00
2015,Mariposa,24,Postoperative Wound Dehiscence,0 ," 12,911 ",0.00
2005,Mendocino,24,Postoperative Wound Dehiscence,0 ," 67,693 ",0.00
2006,Mendocino,24,Postoperative Wound Dehiscence,5 ," 67,469 ",7.41
2007,Mendocino,24,Postoperative Wound Dehiscence,2 ," 67,582 ",2.96
2008,Mendocino,24,Postoperative Wound Dehiscence,0 ," 68,025 ",0.00
2009,Mendocino,24,Postoperative Wound Dehiscence,0 ," 68,421 ",0.00
2010,Mendocino,24,Postoperative Wound Dehiscence,0 ," 68,517 ",0.00
2011,Mendocino,24,Postoperative Wound Dehiscence,1 ," 68,336 ",1.46
2012,Mendocino,24,Postoperative Wound Dehiscence,0 ," 68,344 ",0.00
2013,Mendocino,24,Postoperative Wound Dehiscence,0 ," 68,379 ",0.00
2014,Mendocino,24,Postoperative Wound Dehiscence,1 ," 69,334 ",1.44
2015,Mendocino,24,Postoperative Wound Dehiscence,1 ," 51,516 ",1.94
2005,Merced,24,Postoperative Wound Dehiscence,3 ," 162,795 ",1.84
2006,Merced,24,Postoperative Wound Dehiscence,2 ," 165,009 ",1.21
2007,Merced,24,Postoperative Wound Dehiscence,8 ," 167,724 ",4.77
2008,Merced,24,Postoperative Wound Dehiscence,3 ," 169,736 ",1.77
2009,Merced,24,Postoperative Wound Dehiscence,3 ," 171,809 ",1.75
2010,Merced,24,Postoperative Wound Dehiscence,2 ," 175,232 ",1.14
2011,Merced,24,Postoperative Wound Dehiscence,5 ," 178,783 ",2.80
2012,Merced,24,Postoperative Wound Dehiscence,4 ," 174,274 ",2.30
2013,Merced,24,Postoperative Wound Dehiscence,3 ," 176,084 ",1.70
2014,Merced,24,Postoperative Wound Dehiscence,3 ," 184,892 ",1.62
2015,Merced,24,Postoperative Wound Dehiscence,1 ," 133,727 ",0.75
2005,Modoc,24,Postoperative Wound Dehiscence,0 ," 7,407 ",0.00
2006,Modoc,24,Postoperative Wound Dehiscence,0 ," 7,461 ",0.00
2007,Modoc,24,Postoperative Wound Dehiscence,0 ," 7,429 ",0.00
2008,Modoc,24,Postoperative Wound Dehiscence,0 ," 7,469 ",0.00
2009,Modoc,24,Postoperative Wound Dehiscence,0 ," 7,565 ",0.00
2010,Modoc,24,Postoperative Wound Dehiscence,0 ," 7,599 ",0.00
2011,Modoc,24,Postoperative Wound Dehiscence,0 ," 7,517 ",0.00
2012,Modoc,24,Postoperative Wound Dehiscence,0 ," 9,249 ",0.00
2013,Modoc,24,Postoperative Wound Dehiscence,0 ," 9,141 ",0.00
2014,Modoc,24,Postoperative Wound Dehiscence,0 ," 8,570 ",0.00
2015,Modoc,24,Postoperative Wound Dehiscence,0 ," 7,417 ",0.00
2005,Mono,24,Postoperative Wound Dehiscence,0 ," 10,514 ",0.00
2006,Mono,24,Postoperative Wound Dehiscence,0 ," 10,747 ",0.00
2007,Mono,24,Postoperative Wound Dehiscence,0 ," 10,719 ",0.00
2008,Mono,24,Postoperative Wound Dehiscence,0 ," 10,892 ",0.00
2009,Mono,24,Postoperative Wound Dehiscence,0 ," 11,055 ",0.00
2010,Mono,24,Postoperative Wound Dehiscence,0 ," 11,224 ",0.00
2011,Mono,24,Postoperative Wound Dehiscence,0 ," 11,294 ",0.00
2012,Mono,24,Postoperative Wound Dehiscence,0 ," 13,186 ",0.00
2013,Mono,24,Postoperative Wound Dehiscence,0 ," 12,990 ",0.00
2014,Mono,24,Postoperative Wound Dehiscence,0 ," 12,503 ",0.00
2015,Mono,24,Postoperative Wound Dehiscence,0 ," 10,444 ",0.00
2005,Monterey,24,Postoperative Wound Dehiscence,6 ," 294,634 ",2.04
2006,Monterey,24,Postoperative Wound Dehiscence,4 ," 292,832 ",1.37
2007,Monterey,24,Postoperative Wound Dehiscence,8 ," 293,684 ",2.72
2008,Monterey,24,Postoperative Wound Dehiscence,3 ," 296,155 ",1.01
2009,Monterey,24,Postoperative Wound Dehiscence,3 ," 299,502 ",1.00
2010,Monterey,24,Postoperative Wound Dehiscence,3 ," 304,351 ",0.99
2011,Monterey,24,Postoperative Wound Dehiscence,4 ," 308,056 ",1.30
2012,Monterey,24,Postoperative Wound Dehiscence,4 ," 301,958 ",1.32
2013,Monterey,24,Postoperative Wound Dehiscence,2 ," 304,287 ",0.66
2014,Monterey,24,Postoperative Wound Dehiscence,5 ," 305,907 ",1.63
2015,Monterey,24,Postoperative Wound Dehiscence,3 ," 229,305 ",1.31
2005,Napa,24,Postoperative Wound Dehiscence,1 ," 99,628 ",1.00
2006,Napa,24,Postoperative Wound Dehiscence,3 ," 100,569 ",2.98
2007,Napa,24,Postoperative Wound Dehiscence,1 ," 101,701 ",0.98
2008,Napa,24,Postoperative Wound Dehiscence,0 ," 102,958 ",0.00
2009,Napa,24,Postoperative Wound Dehiscence,5 ," 103,909 ",4.81
2010,Napa,24,Postoperative Wound Dehiscence,2 ," 105,302 ",1.90
2011,Napa,24,Postoperative Wound Dehiscence,1 ," 106,488 ",0.94
2012,Napa,24,Postoperative Wound Dehiscence,1 ," 106,095 ",0.94
2013,Napa,24,Postoperative Wound Dehiscence,3 ," 107,433 ",2.79
2014,Napa,24,Postoperative Wound Dehiscence,3 ," 108,610 ",2.76
2015,Napa,24,Postoperative Wound Dehiscence,1 ," 82,361 ",1.21
2005,Nevada,24,Postoperative Wound Dehiscence,1 ," 77,111 ",1.30
2006,Nevada,24,Postoperative Wound Dehiscence,2 ," 77,728 ",2.57
2007,Nevada,24,Postoperative Wound Dehiscence,2 ," 78,179 ",2.56
2008,Nevada,24,Postoperative Wound Dehiscence,2 ," 78,803 ",2.54
2009,Nevada,24,Postoperative Wound Dehiscence,0 ," 79,505 ",0.00
2010,Nevada,24,Postoperative Wound Dehiscence,0 ," 80,097 ",0.00
2011,Nevada,24,Postoperative Wound Dehiscence,0 ," 80,389 ",0.00
2012,Nevada,24,Postoperative Wound Dehiscence,1 ," 80,329 ",1.24
2013,Nevada,24,Postoperative Wound Dehiscence,0 ," 80,699 ",0.00
2014,Nevada,24,Postoperative Wound Dehiscence,0 ," 82,513 ",0.00
2015,Nevada,24,Postoperative Wound Dehiscence,1 ," 61,125 ",1.64
2005,Orange,24,Postoperative Wound Dehiscence,29 ," 2,180,617 ",1.33
2006,Orange,24,Postoperative Wound Dehiscence,23 ," 2,185,121 ",1.05
2007,Orange,24,Postoperative Wound Dehiscence,31 ," 2,194,736 ",1.41
2008,Orange,24,Postoperative Wound Dehiscence,17 ," 2,219,901 ",0.77
2009,Orange,24,Postoperative Wound Dehiscence,21 ," 2,249,030 ",0.93
2010,Orange,24,Postoperative Wound Dehiscence,23 ," 2,279,215 ",1.01
2011,Orange,24,Postoperative Wound Dehiscence,29 ," 2,319,605 ",1.25
2012,Orange,24,Postoperative Wound Dehiscence,20 ," 2,270,432 ",0.88
2013,Orange,24,Postoperative Wound Dehiscence,16 ," 2,303,808 ",0.69
2014,Orange,24,Postoperative Wound Dehiscence,13 ," 2,330,275 ",0.56
2015,Orange,24,Postoperative Wound Dehiscence,13 ," 1,754,644 ",0.74
2005,Placer,24,Postoperative Wound Dehiscence,4 ," 233,967 ",1.71
2006,Placer,24,Postoperative Wound Dehiscence,2 ," 241,760 ",0.83
2007,Placer,24,Postoperative Wound Dehiscence,5 ," 247,749 ",2.02
2008,Placer,24,Postoperative Wound Dehiscence,3 ," 254,728 ",1.18
2009,Placer,24,Postoperative Wound Dehiscence,3 ," 260,230 ",1.15
2010,Placer,24,Postoperative Wound Dehiscence,5 ," 265,780 ",1.88
2011,Placer,24,Postoperative Wound Dehiscence,0 ," 272,624 ",0.00
2012,Placer,24,Postoperative Wound Dehiscence,1 ," 269,220 ",0.37
2013,Placer,24,Postoperative Wound Dehiscence,2 ," 275,142 ",0.73
2014,Placer,24,Postoperative Wound Dehiscence,2 ," 291,385 ",0.69
2015,Placer,24,Postoperative Wound Dehiscence,0 ," 211,518 ",0.00
2005,Plumas,24,Postoperative Wound Dehiscence,0 ," 16,762 ",0.00
2006,Plumas,24,Postoperative Wound Dehiscence,0 ," 16,591 ",0.00
2007,Plumas,24,Postoperative Wound Dehiscence,0 ," 16,601 ",0.00
2008,Plumas,24,Postoperative Wound Dehiscence,1 ," 16,521 ",6.05
2009,Plumas,24,Postoperative Wound Dehiscence,0 ," 16,384 ",0.00
2010,Plumas,24,Postoperative Wound Dehiscence,0 ," 16,311 ",0.00
2011,Plumas,24,Postoperative Wound Dehiscence,0 ," 16,239 ",0.00
2012,Plumas,24,Postoperative Wound Dehiscence,2 ," 17,560 ",11.39
2013,Plumas,24,Postoperative Wound Dehiscence,0 ," 17,229 ",0.00
2014,Plumas,24,Postoperative Wound Dehiscence,0 ," 16,981 ",0.00
2015,Plumas,24,Postoperative Wound Dehiscence,0 ," 13,235 ",0.00
2005,Riverside,24,Postoperative Wound Dehiscence,29 ," 1,365,225 ",2.12
2006,Riverside,24,Postoperative Wound Dehiscence,31 ," 1,423,074 ",2.18
2007,Riverside,24,Postoperative Wound Dehiscence,31 ," 1,468,741 ",2.11
2008,Riverside,24,Postoperative Wound Dehiscence,40 ," 1,497,677 ",2.67
2009,Riverside,24,Postoperative Wound Dehiscence,22 ," 1,532,584 ",1.44
2010,Riverside,24,Postoperative Wound Dehiscence,28 ," 1,579,716 ",1.77
2011,Riverside,24,Postoperative Wound Dehiscence,29 ," 1,618,245 ",1.79
2012,Riverside,24,Postoperative Wound Dehiscence,18 ," 1,578,971 ",1.14
2013,Riverside,24,Postoperative Wound Dehiscence,24 ," 1,608,253 ",1.49
2014,Riverside,24,Postoperative Wound Dehiscence,27 ," 1,723,126 ",1.57
2015,Riverside,24,Postoperative Wound Dehiscence,26 ," 1,235,866 ",2.10
2005,Sacramento,24,Postoperative Wound Dehiscence,11 ," 1,001,691 ",1.10
2006,Sacramento,24,Postoperative Wound Dehiscence,12 ," 1,010,429 ",1.19
2007,Sacramento,24,Postoperative Wound Dehiscence,13 ," 1,020,852 ",1.27
2008,Sacramento,24,Postoperative Wound Dehiscence,17 ," 1,032,542 ",1.65
2009,Sacramento,24,Postoperative Wound Dehiscence,8 ," 1,046,094 ",0.76
2010,Sacramento,24,Postoperative Wound Dehiscence,14 ," 1,058,518 ",1.32
2011,Sacramento,24,Postoperative Wound Dehiscence,10 ," 1,075,584 ",0.93
2012,Sacramento,24,Postoperative Wound Dehiscence,8 ," 1,052,498 ",0.76
2013,Sacramento,24,Postoperative Wound Dehiscence,8 ," 1,066,996 ",0.75
2014,Sacramento,24,Postoperative Wound Dehiscence,7 ," 1,102,714 ",0.63
2015,Sacramento,24,Postoperative Wound Dehiscence,7 ," 812,828 ",0.86
2005,San Benito,24,Postoperative Wound Dehiscence,0 ," 38,212 ",0.00
2006,San Benito,24,Postoperative Wound Dehiscence,1 ," 37,946 ",2.64
2007,San Benito,24,Postoperative Wound Dehiscence,2 ," 37,962 ",5.27
2008,San Benito,24,Postoperative Wound Dehiscence,0 ," 38,262 ",0.00
2009,San Benito,24,Postoperative Wound Dehiscence,1 ," 38,665 ",2.59
2010,San Benito,24,Postoperative Wound Dehiscence,1 ," 39,605 ",2.52
2011,San Benito,24,Postoperative Wound Dehiscence,1 ," 40,265 ",2.48
2012,San Benito,24,Postoperative Wound Dehiscence,0 ," 41,402 ",0.00
2013,San Benito,24,Postoperative Wound Dehiscence,0 ," 42,194 ",0.00
2014,San Benito,24,Postoperative Wound Dehiscence,1 ," 41,257 ",2.42
2015,San Benito,24,Postoperative Wound Dehiscence,0 ," 33,017 ",0.00
2005,San Bernardino,24,Postoperative Wound Dehiscence,35 ," 1,347,408 ",2.60
2006,San Bernardino,24,Postoperative Wound Dehiscence,24 ," 1,373,516 ",1.75
2007,San Bernardino,24,Postoperative Wound Dehiscence,22 ," 1,390,849 ",1.58
2008,San Bernardino,24,Postoperative Wound Dehiscence,27 ," 1,405,191 ",1.92
2009,San Bernardino,24,Postoperative Wound Dehiscence,21 ," 1,420,975 ",1.48
2010,San Bernardino,24,Postoperative Wound Dehiscence,22 ," 1,447,189 ",1.52
2011,San Bernardino,24,Postoperative Wound Dehiscence,21 ," 1,474,036 ",1.42
2012,San Bernardino,24,Postoperative Wound Dehiscence,16 ," 1,428,592 ",1.12
2013,San Bernardino,24,Postoperative Wound Dehiscence,21 ," 1,446,673 ",1.45
2014,San Bernardino,24,Postoperative Wound Dehiscence,26 ," 1,521,005 ",1.71
2015,San Bernardino,24,Postoperative Wound Dehiscence,17 ," 1,099,744 ",1.55
2005,San Diego,24,Postoperative Wound Dehiscence,32 ," 2,214,544 ",1.44
2006,San Diego,24,Postoperative Wound Dehiscence,42 ," 2,229,606 ",1.88
2007,San Diego,24,Postoperative Wound Dehiscence,33 ," 2,257,236 ",1.46
2008,San Diego,24,Postoperative Wound Dehiscence,21 ," 2,296,616 ",0.91
2009,San Diego,24,Postoperative Wound Dehiscence,26 ," 2,332,413 ",1.11
2010,San Diego,24,Postoperative Wound Dehiscence,31 ," 2,372,232 ",1.31
2011,San Diego,24,Postoperative Wound Dehiscence,32 ," 2,407,960 ",1.33
2012,San Diego,24,Postoperative Wound Dehiscence,27 ," 2,359,002 ",1.14
2013,San Diego,24,Postoperative Wound Dehiscence,28 ," 2,394,181 ",1.17
2014,San Diego,24,Postoperative Wound Dehiscence,23 ," 2,438,827 ",0.94
2015,San Diego,24,Postoperative Wound Dehiscence,23 ," 1,829,497 ",1.26
2005,San Francisco,24,Postoperative Wound Dehiscence,11 ," 655,221 ",1.68
2006,San Francisco,24,Postoperative Wound Dehiscence,8 ," 661,295 ",1.21
2007,San Francisco,24,Postoperative Wound Dehiscence,5 ," 670,554 ",0.75
2008,San Francisco,24,Postoperative Wound Dehiscence,8 ," 682,007 ",1.17
2009,San Francisco,24,Postoperative Wound Dehiscence,5 ," 691,485 ",0.72
2010,San Francisco,24,Postoperative Wound Dehiscence,6 ," 694,816 ",0.86
2011,San Francisco,24,Postoperative Wound Dehiscence,2 ," 701,321 ",0.29
2012,San Francisco,24,Postoperative Wound Dehiscence,3 ," 704,143 ",0.43
2013,San Francisco,24,Postoperative Wound Dehiscence,4 ," 712,976 ",0.56
2014,San Francisco,24,Postoperative Wound Dehiscence,1 ," 709,035 ",0.14
2015,San Francisco,24,Postoperative Wound Dehiscence,3 ," 548,383 ",0.55
2005,San Joaquin,24,Postoperative Wound Dehiscence,7 ," 458,859 ",1.53
2006,San Joaquin,24,Postoperative Wound Dehiscence,7 ," 463,522 ",1.51
2007,San Joaquin,24,Postoperative Wound Dehiscence,8 ," 468,057 ",1.71
2008,San Joaquin,24,Postoperative Wound Dehiscence,11 ," 471,774 ",2.33
2009,San Joaquin,24,Postoperative Wound Dehiscence,11 ," 478,055 ",2.30
2010,San Joaquin,24,Postoperative Wound Dehiscence,8 ," 486,701 ",1.64
2011,San Joaquin,24,Postoperative Wound Dehiscence,4 ," 495,680 ",0.81
2012,San Joaquin,24,Postoperative Wound Dehiscence,2 ," 482,094 ",0.41
2013,San Joaquin,24,Postoperative Wound Dehiscence,6 ," 486,694 ",1.23
2014,San Joaquin,24,Postoperative Wound Dehiscence,2 ," 510,294 ",0.39
2015,San Joaquin,24,Postoperative Wound Dehiscence,2 ," 370,942 ",0.54
2005,San Luis Obispo,24,Postoperative Wound Dehiscence,3 ," 203,693 ",1.47
2006,San Luis Obispo,24,Postoperative Wound Dehiscence,2 ," 205,958 ",0.97
2007,San Luis Obispo,24,Postoperative Wound Dehiscence,4 ," 208,250 ",1.92
2008,San Luis Obispo,24,Postoperative Wound Dehiscence,2 ," 211,458 ",0.95
2009,San Luis Obispo,24,Postoperative Wound Dehiscence,2 ," 213,363 ",0.94
2010,San Luis Obispo,24,Postoperative Wound Dehiscence,2 ," 215,558 ",0.93
2011,San Luis Obispo,24,Postoperative Wound Dehiscence,3 ," 216,909 ",1.38
2012,San Luis Obispo,24,Postoperative Wound Dehiscence,1 ," 212,867 ",0.47
2013,San Luis Obispo,24,Postoperative Wound Dehiscence,2 ," 214,971 ",0.93
2014,San Luis Obispo,24,Postoperative Wound Dehiscence,3 ," 220,837 ",1.36
2015,San Luis Obispo,24,Postoperative Wound Dehiscence,2 ," 162,048 ",1.23
2005,San Mateo,24,Postoperative Wound Dehiscence,7 ," 535,835 ",1.31
2006,San Mateo,24,Postoperative Wound Dehiscence,3 ," 536,688 ",0.56
2007,San Mateo,24,Postoperative Wound Dehiscence,13 ," 540,450 ",2.41
2008,San Mateo,24,Postoperative Wound Dehiscence,9 ," 548,332 ",1.64
2009,San Mateo,24,Postoperative Wound Dehiscence,12 ," 556,343 ",2.16
2010,San Mateo,24,Postoperative Wound Dehiscence,3 ," 561,671 ",0.53
2011,San Mateo,24,Postoperative Wound Dehiscence,1 ," 567,914 ",0.18
2012,San Mateo,24,Postoperative Wound Dehiscence,3 ," 563,760 ",0.53
2013,San Mateo,24,Postoperative Wound Dehiscence,4 ," 572,187 ",0.70
2014,San Mateo,24,Postoperative Wound Dehiscence,3 ," 567,038 ",0.53
2015,San Mateo,24,Postoperative Wound Dehiscence,4 ," 438,734 ",0.91
2005,Santa Barbara,24,Postoperative Wound Dehiscence,4 ," 306,606 ",1.30
2006,Santa Barbara,24,Postoperative Wound Dehiscence,6 ," 307,420 ",1.95
2007,Santa Barbara,24,Postoperative Wound Dehiscence,5 ," 310,281 ",1.61
2008,Santa Barbara,24,Postoperative Wound Dehiscence,10 ," 314,006 ",3.18
2009,Santa Barbara,24,Postoperative Wound Dehiscence,6 ," 317,734 ",1.89
2010,Santa Barbara,24,Postoperative Wound Dehiscence,3 ," 321,346 ",0.93
2011,Santa Barbara,24,Postoperative Wound Dehiscence,10 ," 323,344 ",3.09
2012,Santa Barbara,24,Postoperative Wound Dehiscence,6 ," 314,909 ",1.91
2013,Santa Barbara,24,Postoperative Wound Dehiscence,6 ," 319,459 ",1.88
2014,Santa Barbara,24,Postoperative Wound Dehiscence,4 ," 324,453 ",1.23
2015,Santa Barbara,24,Postoperative Wound Dehiscence,3 ," 241,070 ",1.24
2005,Santa Clara,24,Postoperative Wound Dehiscence,17 ," 1,267,009 ",1.34
2006,Santa Clara,24,Postoperative Wound Dehiscence,18 ," 1,280,352 ",1.41
2007,Santa Clara,24,Postoperative Wound Dehiscence,19 ," 1,297,418 ",1.46
2008,Santa Clara,24,Postoperative Wound Dehiscence,21 ," 1,319,407 ",1.59
2009,Santa Clara,24,Postoperative Wound Dehiscence,20 ," 1,339,490 ",1.49
2010,Santa Clara,24,Postoperative Wound Dehiscence,27 ," 1,357,407 ",1.99
2011,Santa Clara,24,Postoperative Wound Dehiscence,18 ," 1,377,352 ",1.31
2012,Santa Clara,24,Postoperative Wound Dehiscence,12 ," 1,358,776 ",0.88
2013,Santa Clara,24,Postoperative Wound Dehiscence,14 ," 1,383,328 ",1.01
2014,Santa Clara,24,Postoperative Wound Dehiscence,15 ," 1,385,342 ",1.08
2015,Santa Clara,24,Postoperative Wound Dehiscence,8 ," 1,063,381 ",0.75
2005,Santa Cruz,24,Postoperative Wound Dehiscence,3 ," 193,146 ",1.55
2006,Santa Cruz,24,Postoperative Wound Dehiscence,1 ," 193,902 ",0.52
2007,Santa Cruz,24,Postoperative Wound Dehiscence,1 ," 195,548 ",0.51
2008,Santa Cruz,24,Postoperative Wound Dehiscence,3 ," 198,374 ",1.51
2009,Santa Cruz,24,Postoperative Wound Dehiscence,5 ," 201,450 ",2.48
2010,Santa Cruz,24,Postoperative Wound Dehiscence,1 ," 204,227 ",0.49
2011,Santa Cruz,24,Postoperative Wound Dehiscence,1 ," 205,429 ",0.49
2012,Santa Cruz,24,Postoperative Wound Dehiscence,4 ," 200,670 ",1.99
2013,Santa Cruz,24,Postoperative Wound Dehiscence,3 ," 203,323 ",1.48
2014,Santa Cruz,24,Postoperative Wound Dehiscence,3 ," 204,815 ",1.46
